Group name;League ID;Description;Session ID;Types;Session end (Local timezone);Session end date (Local timezone);Session end date (UTC);Session end time (Local timezone);Session end time (UTC);Session end (UTC);Session begin (Local timezone);Session begin date (Local timezone);Session begin date (UTC);Session begin time (Local timezone);Session begin time (UTC);Session begin (UTC);Distance (m);Distance (speed | very slow) (m);Distance (speed | slow) (m);Distance (speed | moderate) (m);Distance (speed | fast) (m);Distance (speed | very fast) (m);Distance (speed | sprint) (m);Distance / min (m);Distance / min (speed | very slow) (m);Distance / min (speed | slow) (m);Distance / min (speed | moderate) (m);Distance / min (speed | fast) (m);Distance / min (speed | very fast) (m);Distance / min (speed | sprint) (m);Duration (s);Position;Speed (Ø) (km/h);Speed (max.) (km/h);Speed (% of max.) (%);Time on Ice (s);Time (s);Time (speed | very slow) (s);Time (speed | slow) (s);Time (speed | moderate) (s);Time (speed | fast) (s);Time (speed | very fast) (s);Time (speed | sprint) (s);Accumulated Acceleration Load;Acceleration Load (load | very low);Acceleration Load (load | low);Acceleration Load (load | medium);Acceleration Load (load | high);Acceleration Load (load | very high);Acceleration Load (load | near max);Acceleration Load (load | max);Accumulated Acceleration Load / min;Acceleration Load / min;Acceleration Load (max.);Acceleration Load (time | high) (s);Acceleration Load (time | low) (s);Acceleration Load (time | max) (s);Acceleration Load (time | medium) (s);Acceleration Load (time | near max) (s);Acceleration Load (time | very high) (s);Acceleration Load (time | very low) (s);Acceleration (max.) (m/s²);Deceleration (max.) (m/s²);Anaerobic Activity (distance) (m);Anaerobic Activity (time) (s);High Speed and Acceleration Distance (m);High Speed and Acceleration Distance / min (m);High Metabolic Power Distance (m);High Metabolic Power Distance / min (m);High Speed and Acceleration Time (s);Accels Load;Accel 1;Accel 2;Accel 3;Accel 4;Accels Load / min;Accel 1 / min;Accel 2 / min;Accel 3 / min;Accel 4 / min;Decels Load;Decel 1;Decel 2;Decel 3;Decel 4;Decels Load / min;Decel 1 / min;Decel 2 / min;Decel 3 / min;Decel 4 / min;Mechanical Intensity;Mechanical Intensity (def.);Mechanical Intensity (off.);Mechanical Load;Mechanical Load (def.);Mechanical Load (off.);Metabolic Power (Ø) (W);Metabolic Power (max.) (W);Metabolic Power per mass (Ø) (W/kg);Metabolic Power per mass (max.) (W/kg);Metabolic Power (time | high) (s);Metabolic Power (time | low) (s);Metabolic Power (time | medium) (s);Metabolic Power (time | very high) (s);Metabolic Power (time | very low) (s);Metabolic Work (kcal);Metabolic Work / min (kcal);Physio Intensity;Physio Load;Heart Rate Recoveries;Heart Rate Recoveries / min;Heart Rate (Ø) (bpm);Heart Rate (max.) (bpm);Heart Rate (min.) (bpm);Heart rate (% of max.) (%);Heart Rate (% of HRR) (%);Heart Rate (time | 0 - 50%) (s);Heart Rate (time | 50 - 60%) (s);Heart Rate (time | 60 - 70%) (s);Heart Rate (time | 70 - 80%) (s);Heart Rate (time | 80 - 90%) (s);Heart Rate (time | ? 90%) (s);Human Core Temperature (Ø) (°C);Human Core Temperature (max.) (°C);Activation Gluteus (total);Activation Hamstrings (total);Muscle Load (total);Activation Quadrizeps (total);TRIMP;Accelerations;Accelerations (low);Accelerations (medium);Accelerations (high);Accelerations (very high);Accelerations (near max);Accelerations (max);Accelerations / min;Accelerations / min (low);Accelerations / min (medium);Accelerations / min (high);Accelerations / min (very high);Accelerations / min (near max);Accelerations / min (max);Changes of Direction;Changes of Direction (left);Changes of Direction (right);Changes of Direction / min;Changes of Direction / min (left);Changes of Direction / min (right);Changes of Orientation;Changes of Orientation / min;Changes of Pace;Changes of Pace (low);Changes of Pace (medium);Changes of Pace (high);Changes of Pace (very high);Changes of Pace / min;Changes of Pace / min (low);Changes of Pace / min (medium);Changes of Pace / min (high);Changes of Pace / min (very high);Decelerations;Decelerations (low);Decelerations (medium);Decelerations (high);Decelerations (very high);Decelerations / min;Decelerations / min (low);Decelerations / min (medium);Decelerations / min (high);Decelerations / min (very high);Down on Pads;Down on Pads / min;Exertions;Exertions (low);Exertions (medium);Exertions (high);Exertions (very high);Exertions / min;Exertions / min (low);Exertions / min (medium);Exertions / min (high);Exertions / min (very high);Impacts;Impacts / min;Shifts;Shifts / min;Skating Transitions;Skating Transitions (left);Skating Transitions (right);Skating Transitions / min;Skating Transitions / min (left);Skating Transitions / min (right);Speed Zone Entries;Speed Zone Entries (very slow);Speed Zone Entries (slow);Speed Zone Entries (moderate);Speed Zone Entries (fast);Speed Zone Entries (very fast);Speed Zone Entries (sprint);Speed Zone Entries / min;Speed Zone Entries / min (very slow);Speed Zone Entries / min (slow);Speed Zone Entries / min (moderate);Speed Zone Entries / min (fast);Speed Zone Entries / min (very fast);Speed Zone Entries / min (sprint);Sprints;Sprints (low);Sprints (medium);Sprints (high);Sprints (very high);Sprints (near max);Sprints / min;Sprints / min (low);Sprints / min (medium);Sprints / min (high);Sprints / min (very high);Sprints / min (near max);Turns;Sharp Turns;Wide Turns;Turns / min;Sharp Turns / min;Wide Turns / min
Defense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;2030;291;317;348;520;289;266;238;34;37;41;61;34;31;2074;D;14,27;30,6;61;512;512;153;92;83;101;48;35;81,04;14,18;14,59;17,51;13,66;9,29;6,64;5,16;9,49;1,58;6,45;65;110;17;98;26;38;158;3,92;-7,2;45;7;837;98;1011;118;157;233,97;90,97;78,39;58,79;5,82;27,41;10,66;9,18;6,89;0,68;109,16;37,91;22,04;34,9;14,3;12,79;4,44;2,58;4,09;1,68;40,2;;;343,13;0;0;406,62;1693,68;4,42;18,41;125;127;157;54;49;49,44;5,79;51;435;0;0;;;;0;0;;;;;;;;;;;;;0;36;34;2;0;0;0;0;4,22;3,98;0,23;0;0;0;0;10;3;7;1,17;0,35;0,82;4;0,47;10;10;0;0;0;1,17;1,17;0;0;0;39;5;6;13;15;4,57;0,59;0,7;1,52;1,76;0;0;8;0;0;0;8;0,94;0;0;0;0,94;0;0;11;1,29;35;16;19;4,1;1,87;2,23;71;0;10;18;19;17;7;8,32;0;1,17;2,11;2,23;1,99;0,82;16;7;5;4;0;0;1,87;0,82;0,59;0,47;0;0;36;3;33;4,22;0,35;3,87
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;956;144;87;91;222;247;164;245;37;22;23;57;63;42;2074;F;14,68;30,66;61;235;235;80;24;21;45;40;24;47,33;3,81;6,2;8,74;9,99;8,82;4,81;4,96;12,11;2,02;8,05;46;42;14;46;16;35;34;3,29;-5,23;18;5;554;142;608;156;105;124,91;42,54;47,94;34,42;0;31,95;10,88;12,26;8,81;0;57,11;15,22;11,65;18,6;11,64;14,61;3,89;2,98;4,76;2,98;46,56;;;182,01;0;0;404,01;1342,42;4,81;15,98;69;53;52;37;23;22,63;5,79;47,9;187,1;0;0;;;;0;0;;;;;;;;;;;;;0;19;19;0;0;0;0;0;4,86;4,86;0;0;0;0;0;3;1;2;0,77;0,26;0,51;3;0,77;7;7;0;0;0;1,79;1,79;0;0;0;18;4;2;1;11;4,6;1,02;0,51;0,26;2,81;0;0;4;0;0;0;4;1,02;0;0;0;1,02;2;0,51;5;1,28;10;7;3;2,56;1,79;0,77;32;0;3;3;9;8;9;8,19;0;0,77;0,77;2,3;2,05;2,3;14;8;4;2;0;0;3,58;2,05;1,02;0,51;0;0;6;1;5;1,53;0,26;1,28
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;1636;194;189;283;392;265;313;243;29;28;42;58;39;47;2074;F;14,6;33,45;67;403;403;117;55;67;76;43;45;69,42;9,13;13,92;12,3;11,36;8,99;5,71;8,01;10,33;1,73;6,82;53;106;24;65;20;32;103;3,49;-6,33;35;12;777;116;830;123;145;188,84;60,48;63,88;64,48;0;28,09;9;9,5;9,59;0;97;34,18;21,98;26,54;14,3;14,43;5,08;3,27;3,95;2,13;42,53;;;285,85;0;0;429,52;3088,86;4,62;33,21;92;92;118;56;45;42,69;6,35;52,7;354,3;0;0;;;;0;0;;;;;;;;;;;;;0;26;26;0;0;0;0;0;3,87;3,87;0;0;0;0;0;2;1;1;0,3;0,15;0,15;4;0,6;11;11;0;0;0;1,64;1,64;0;0;0;26;3;5;9;9;3,87;0,45;0,74;1,34;1,34;0;0;10;0;0;0;10;1,49;0;0;0;1,49;3;0,45;8;1,19;17;7;10;2,53;1,04;1,49;52;0;5;9;14;10;14;7,74;0;0,74;1,34;2,08;1,49;2,08;19;4;9;4;2;0;2,83;0,6;1,34;0,6;0,3;0;18;3;15;2,68;0,45;2,23
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;1614;165;151;311;501;295;191;251;26;23;48;78;46;30;2074;F;15,08;32,78;66;385;385;88;45;75;100;49;27;65,49;9,21;11,46;13,16;13,47;8,85;5,39;3,93;10,2;1,71;6,28;64;80;15;71;18;39;97;3,47;-4,92;13;4;735;115;841;131;136;173,72;66,06;60,57;47,09;0;27,06;10,29;9,43;7,33;0;83,59;29,82;18,65;24,33;10,79;13,02;4,64;2,9;3,79;1,68;40,07;;;257,31;0;0;400,29;1221,57;4,77;14,54;105;78;123;51;28;37,22;5,8;49,2;315,7;0;0;;;;0;0;;;;;;;;;;;;;0;26;26;0;0;0;0;0;4,05;4,05;0;0;0;0;0;4;1;3;0,62;0,16;0,47;3;0,47;11;11;0;0;0;1,71;1,71;0;0;0;26;6;4;7;9;4,05;0,93;0,62;1,09;1,4;0;0;3;0;0;0;3;0,47;0;0;0;0,47;0;0;8;1,25;16;6;10;2,49;0,93;1,56;50;0;4;7;15;14;10;7,79;0;0,62;1,09;2,34;2,18;1,56;14;6;4;2;2;0;2,18;0,93;0,62;0,31;0,31;0;30;4;26;4,67;0,62;4,05
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;538;45;44;97;204;91;58;263;22;22;47;100;44;28;2074;F;15,81;27,31;55;123;123;25;13;22;39;15;8;27,17;1,59;2,92;5,09;5,04;4,1;3,47;4,95;13,29;2,23;7,31;21;18;14;28;11;16;14;3,28;-3,66;23;7;240;117;298;146;47;58,3;17,85;23;17,45;0;28,52;8,73;11,25;8,54;0;29,39;8,51;7,76;11,54;1,58;14,38;4,17;3,79;5,65;0,77;42,9;;;87,69;0;0;451,64;1473,42;4,96;16,19;35;26;37;18;8;13,24;6,47;55,8;114,1;0;0;;;;0;0;;;;;;;;;;;;;0;12;12;0;0;0;0;0;5,87;5,87;0;0;0;0;0;6;3;3;2,94;1,47;1,47;2;0,98;2;2;0;0;0;0,98;0,98;0;0;0;9;2;0;2;5;4,4;0,98;0;0,98;2,45;0;0;7;0;0;0;7;3,42;0;0;0;3,42;1;0,49;3;1,47;15;3;12;7,34;1,47;5,87;18;0;0;1;8;6;3;8,81;0;0;0,49;3,91;2,94;1,47;7;5;2;0;0;0;3,42;2,45;0,98;0;0;0;7;0;7;3,42;0;3,42
Offense;;Period 3;194;Period;16.11.2022 22:03:20;16.11.2022;16.11.2022;22:03:20;21:03:20;16.11.2022 21:03:20;16.11.2022 21:28:46;16.11.2022;16.11.2022;21:28:46;20:28:46;16.11.2022 20:28:46;634;114;103;143;186;40;48;222;40;36;50;65;14;17;2074;F;13,33;29,35;59;171;171;56;31;33;38;7;7;34,75;3,28;5,38;4,82;5,59;5,7;6,03;3,95;12,18;2,02;4,51;27;37;12;28;22;22;26;4,54;-5,33;10;4;205;72;305;107;48;99,95;27,41;30,85;34,67;7,03;35,04;9,61;10,81;12,15;2,46;46,4;10,56;9,42;18,78;7,64;16,27;3,7;3,3;6,58;2,68;51,31;;;146,36;0;0;420,01;1754,81;4,52;18,87;39;45;50;23;15;17,22;6,04;48,1;137,3;0;0;;;;0;0;;;;;;;;;;;;;0;17;14;2;1;0;0;0;5,96;4,91;0,7;0,35;0;0;0;6;3;3;2,1;1,05;1,05;3;1,05;5;5;0;0;0;1,75;1,75;0;0;0;15;1;3;4;7;5,26;0,35;1,05;1,4;2,45;0;0;4;0;0;0;4;1,4;0;0;0;1,4;0;0;3;1,05;5;3;2;1,75;1,05;0,7;34;0;9;4;16;2;3;11,92;0;3,16;1,4;5,61;0,7;1,05;4;0;3;1;0;0;1,4;0;1,05;0,35;0;0;4;0;4;1,4;0;1,4
Defense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;0;;;;;;;;;;;;;;129;D;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;0;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;;;0;0;0;;;;;;;;;;0;;;0;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Offense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;0;;;;;;;;;;;;;;129;F;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;0;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;;;0;0;0;;;;;;;;;;0;;;0;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Offense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;72;6;3;7;21;12;23;309;25;14;30;89;52;99;129;F;18,57;31,85;64;14;14;2;1;2;4;2;4;3,88;0,01;0,25;0,22;0,65;1,04;0,8;0,91;16,69;2,82;4,12;2;2;3;1;3;4;0;3,59;-1,92;6;1;52;223;58;249;8;11,55;3;4,55;4;0;49,66;12,9;19,55;17,2;0;1,73;0,45;0,85;0,42;0;7,43;1,95;3,65;1,82;0;57,09;;;13,27;0;0;597,35;1424,81;6,87;16,38;4;2;1;6;1;1,99;8,55;62,7;14,6;0;0;;;;0;0;;;;;;;;;;;;;0;3;3;0;0;0;0;0;12,9;12,9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4,3;4,3;0;0;0;2;1;0;0;1;8,6;4,3;0;0;4,3;0;0;1;0;0;0;1;4,3;0;0;0;4,3;0;0;1;4,3;2;1;1;8,6;4,3;4,3;1;0;0;0;1;0;0;4,3;0;0;0;4,3;0;0;1;0;0;0;1;0;4,3;0;0;0;4,3;0;0;0;0;0;0;0
Offense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;161;10;3;30;74;27;18;290;19;6;53;132;48;32;129;F;17,39;25,29;51;33;33;4;1;7;14;5;3;5,17;0,68;1,28;1,71;0,92;0,29;0,14;0,16;9,29;1,57;3,95;5;9;1;10;1;1;7;1,6;-3,05;0;0;59;106;84;150;11;13,88;10,06;3,82;0;0;24,93;18,07;6,86;0;0;4,03;1,88;1,06;1,09;0;7,24;3,37;1,91;1,96;0;32,17;;;17,91;0;0;423,28;1143,66;5,16;13,95;13;4;13;3;0;3,38;6,07;55,3;30,8;0;0;;;;0;0;;;;;;;;;;;;;0;1;1;0;0;0;0;0;1,8;1,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1,8;0;1,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1,8;2;1;1;3,59;1,8;1,8;5;0;0;0;1;1;3;8,98;0;0;0;1,8;1,8;5,39;2;1;1;0;0;0;3,59;1,8;1,8;0;0;0;3;0;3;5,39;0;5,39
Defense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;0;;;;;;;;;;;;;;129;D;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;0;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;;;0;0;0;;;;;;;;;;0;;;0;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Defense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;60;7;7;10;10;15;10;256;31;31;45;42;66;41;129;D;15,36;27,37;55;14;14;3;2;2;2;3;2;2,96;0,28;0,36;0,38;1,08;0,38;0,11;0,37;12,75;2,08;4,33;4;3;1;2;0;2;1;2,93;-2,5;5;1;38;163;41;175;8;12,61;1,76;4,06;6,79;0;54,22;7,56;17,46;29,19;0;3,12;0,58;0,73;1,82;0;13,42;2,48;3,13;7,82;0;67,64;;;15,73;0;0;574,89;1741,18;5,87;17,77;3;2;3;4;2;1,92;8,24;58,4;13,6;0;0;;;;0;0;;;;;;;;;;;;;0;3;3;0;0;0;0;0;12,9;12,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4,3;0;0;4,3;0;0;0;1;0;0;0;1;4,3;0;0;0;4,3;0;0;1;4,3;1;0;1;4,3;0;4,3;2;0;0;0;0;0;2;8,6;0;0;0;0;0;8,6;2;1;1;0;0;0;8,6;4,3;4,3;0;0;0;0;0;0;0;0;0
Goalies;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;21;21;0;0;0;0;0;14;14;0;0;0;0;0;129;Goalkeeper;0,81;7,44;15;92;92;92;0;0;0;0;0;4;2,72;0,85;0,27;0,15;0;0;0;2,6;0,42;2,21;1;10;0;3;0;0;79;1,83;-1,44;0;0;0;0;0;0;0;20,3;13,82;5,64;0,85;0;13,18;8,97;3,66;0,55;0;9,54;7,09;2,45;0;0;6,2;4,6;1,59;0;0;19,38;;;29,85;0;0;28,02;284,79;0,33;3,35;0;8;0;0;84;0,62;0,4;2,7;4,1;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,65;0;0;0;0;0;0;0;0;0;0;0;0;1;0,65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Offense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;143;5;4;5;68;15;47;302;10;8;10;144;32;99;129;F;18,15;29,4;59;28;28;4;1;1;12;3;8;4,37;0,87;0,63;1,04;1,33;0,5;0;0;9,22;1,55;2,93;6;6;0;7;0;2;7;2,5;-3,76;0;0;78;165;86;182;14;11,36;3,48;5,82;2,06;0;23,96;7,35;12,27;4,35;0;5,23;2,68;0,85;0,85;0,85;11,02;5,66;1,79;1,79;1,79;34,99;;;16,59;0;0;437,69;941,16;5,84;12,55;9;2;8;7;2;3,24;6,84;52,8;25,1;0;0;;;;0;0;;;;;;;;;;;;;0;2;2;0;0;0;0;0;4,22;4,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2,11;0;0;0;2,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2,11;0;0;0;0;0;0;1;0;0;0;0;0;1;2,11;0;0;0;0;0;2,11;2;1;0;1;0;0;4,22;2,11;0;2,11;0;0;1;0;1;2,11;0;2,11
Offense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;0;;;;;;;;;;;;;;129;F;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;0;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;;;0;0;0;;;;;;;;;;0;;;0;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Defense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;26;2;0;3;14;8;0;334;20;0;43;175;97;0;129;D;20,04;22,51;45;5;5;0;0;1;3;1;0;1,08;0;0;0;0,47;0,44;0,17;0;13,75;2,59;3,2;2;0;0;0;0;2;0;2,21;-2,69;0;0;13;162;16;207;2;2,7;0,76;1,45;0,48;0;34,43;9,67;18,57;6,19;0;1,14;0,35;0,18;0,61;0;14,5;4,45;2,32;7,74;0;48,93;;;3,83;0;0;576,14;1254,47;6,26;13,64;1;0;2;2;0;0,65;8,29;71,6;5,6;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12,77;0;0;0;0;0;0;1;0;0;0;0;1;0;12,77;0;0;0;0;12,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Offense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;254;11;7;21;88;85;43;298;13;8;24;103;100;51;129;F;17,9;26,16;52;51;51;7;2;5;17;14;7;10,74;0,42;1,22;3,33;2,46;1,66;0,83;0,82;12,62;2,09;4,87;10;8;3;17;3;7;2;1,91;-3,74;2;1;171;200;180;212;30;21,79;9,55;10,06;2,18;0;25,61;11,22;11,82;2,56;0;10,82;4,15;1,58;4,24;0,85;12,71;4,88;1,85;4,98;1;38,32;;;32,6;0;0;447,07;1142,4;5,39;13,76;23;4;13;7;4;5,45;6,41;57,7;49,1;0;0;;;;0;0;;;;;;;;;;;;;0;3;3;0;0;0;0;0;3,53;3,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;3,53;0;0;2,35;1,18;0;0;1;0;0;0;1;1,18;0;0;0;1,18;0;0;1;1,18;1;0;1;1,18;0;1,18;6;0;0;0;0;4;2;7,05;0;0;0;0;4,7;2,35;5;3;2;0;0;0;5,88;3,53;2,35;0;0;0;4;0;4;4,7;0;4,7
Defense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;92;17;31;38;6;0;0;203;38;68;84;12;0;0;129;D;12,2;19,15;38;27;27;8;8;10;2;0;0;4,17;0,83;1,24;0,67;0,5;0,5;0,43;0;9,19;1,38;3,47;2;8;0;4;1;2;11;2,05;-1,92;0;0;1;3;12;26;0;8,32;4,2;1,94;2,18;0;18,35;9,26;4,28;4,81;0;3,32;1,77;0,52;1,03;0;7,32;3,91;1,14;2,27;0;25,67;;;11,64;0;0;322,91;960,82;3,63;10,8;2;12;12;1;0;2,17;4,78;42,1;19,1;0;0;;;;0;0;;;;;;;;;;;;;0;1;1;0;0;0;0;0;2,21;2,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;4,41;2,21;2,21;4;0;1;2;1;0;0;8,82;0;2,21;4,41;2,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Defense;;Overtime;194;Period;16.11.2022 22:09:28;16.11.2022;16.11.2022;22:09:28;21:09:28;16.11.2022 21:09:28;16.11.2022 22:07:19;16.11.2022;16.11.2022;22:07:19;21:07:19;16.11.2022 21:07:19;0;;;;;;;;;;;;;;129;F;;;0;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;0;;0;;0;0;0;0;0;0;;;;;;0;0;0;0;0;;;;;;;;;0;0;0;;;;;;;;;;0;;;0;0;0;;;;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
